company_id,name,rating,about_company,website,naukari_url
2089262,Perficient,3.6,N/A,N/A,https://www.naukri.com/perficient-overview-2089262?tab=jobs
6209901,Budhana Tech,N/A,N/A,N/A,https://www.naukri.com/budhana-tech-overview-6209901?tab=jobs
8642999,General Datatech India,4.5,N/A,N/A,https://www.naukri.com/general-datatech-india-overview-8642999?tab=jobs
4661631,Mr Cooper,4.1,N/A,N/A,https://www.naukri.com/mr-cooper-overview-4661631?tab=jobs
1401128,Rudra Real Estate,N/A,N/A,N/A,https://www.naukri.com/rudra-real-estate-overview-1401128?tab=jobs
3596552,Ginger Webs,2.6,N/A,N/A,https://www.naukri.com/ginger-webs-overview-3596552?tab=jobs
4612359,Mobiveil Technologies India,3.7,N/A,N/A,https://www.naukri.com/mobiveil-technologies-india-overview-4612359?tab=jobs
82242,AMERICAN EXPRESS,4.2,N/A,N/A,https://www.naukri.com/american-express-overview-82242?tab=jobs
4604165,Ishan Group,3.5,N/A,N/A,https://www.naukri.com/ishan-group-overview-4604165?tab=jobs
1302864,Intellect Design Arena,4.0,N/A,N/A,https://www.naukri.com/intellect-design-arena-overview-1302864?tab=jobs
1368400,CommLab,4.0,N/A,N/A,https://www.naukri.com/commlab-overview-1368400?tab=jobs
3113322,Omnicom Media Group,2.9,N/A,N/A,https://www.naukri.com/omnicom-media-group-overview-3113322?tab=jobs
2310502,Bits N Bytes Soft,N/A,N/A,N/A,https://www.naukri.com/bits-n-bytes-soft-overview-2310502?tab=jobs
4579597,Amanta Healthcare,4.2,N/A,N/A,https://www.naukri.com/amanta-healthcare-overview-4579597?tab=jobs
1401180,Zinrelo,N/A,N/A,N/A,https://www.naukri.com/zinrelo-overview-1401180?tab=jobs
4587789,Clearmedi Healthcare,3.7,N/A,N/A,https://www.naukri.com/clearmedi-healthcare-overview-4587789?tab=jobs
115024,Metlife,4.2,N/A,N/A,https://www.naukri.com/metlife-overview-115024?tab=jobs
4260114,Shure Audio Technologies,N/A,N/A,N/A,https://www.naukri.com/shure-audio-technologies-overview-4260114?tab=jobs
4858137,Synamedia,3.6,N/A,N/A,https://www.naukri.com/synamedia-overview-4858137?tab=jobs
4604179,Island Pacific,N/A,N/A,N/A,https://www.naukri.com/island-pacific-overview-4604179?tab=jobs
4587807,Cliantha Research,4.0,N/A,N/A,https://www.naukri.com/cliantha-research-overview-4587807?tab=jobs
1302856,Rchilli,3.6,N/A,N/A,https://www.naukri.com/rchilli-overview-1302856?tab=jobs
188766,Milliman,3.8,N/A,N/A,https://www.naukri.com/milliman-overview-188766?tab=jobs
8542,Fabindia,4.0,N/A,N/A,https://www.naukri.com/fabindia-overview-8542?tab=jobs
4620583,ProtoTech Solutions,3.5,N/A,N/A,https://www.naukri.com/prototech-solutions-overview-4620583?tab=jobs
4677923,Xitadel,4.3,N/A,N/A,https://www.naukri.com/xitadel-overview-4677923?tab=jobs
1646974,PolicyX.com,3.3,N/A,N/A,https://www.naukri.com/policyx-com-overview-1646974?tab=jobs
2892100,Deepak Nitrite,4.0,N/A,N/A,https://www.naukri.com/deepak-nitrite-overview-2892100?tab=jobs
2965830,AU Small Finance Bank,4.3,N/A,N/A,https://www.naukri.com/au-small-finance-bank-overview-2965830?tab=jobs
1474938,Square Yards,4.0,N/A,N/A,https://www.naukri.com/square-yards-overview-1474938?tab=jobs
8159505,DAZN,2.6,N/A,N/A,https://www.naukri.com/dazn-overview-8159505?tab=jobs
8643053,Invisia Bpo Solutions,N/A,N/A,N/A,https://www.naukri.com/invisia-bpo-solutions-overview-8643053?tab=jobs
2187598,Lynk,3.4,N/A,N/A,https://www.naukri.com/lynk-overview-2187598?tab=jobs
2892124,DFM Foods,4.1,N/A,N/A,https://www.naukri.com/dfm-foods-overview-2892124?tab=jobs
4620599,Provogue,3.6,N/A,N/A,https://www.naukri.com/provogue-overview-4620599?tab=jobs
4284722,Qualitest,3.7,N/A,N/A,https://www.naukri.com/qualitest-overview-4284722?tab=jobs
57716,ITC,3.9,N/A,N/A,https://www.naukri.com/itc-overview-57716?tab=jobs
2892120,Denis Chem Lab,N/A,N/A,N/A,https://www.naukri.com/denis-chem-lab-overview-2892120?tab=jobs
4636979,Updater Services (UDS),3.8,N/A,N/A,https://www.naukri.com/updater-services-uds-overview-4636979?tab=jobs
418160,Quality Naukri(ieil),3.5,N/A,N/A,https://www.naukri.com/quality-naukri-ieil-overview-418160?tab=jobs
4636989,Upside Learning Solutions,3.5,N/A,N/A,https://www.naukri.com/upside-learning-solutions-overview-4636989?tab=jobs
147838,Metamorphosis,N/A,N/A,N/A,https://www.naukri.com/metamorphosis-overview-147838?tab=jobs
180606,Citizen Industries,N/A,N/A,N/A,https://www.naukri.com/citizen-industries-overview-180606?tab=jobs
4677945,Glenmark Life Sciences,3.7,N/A,N/A,https://www.naukri.com/glenmark-life-sciences-overview-4677945?tab=jobs
4612549,Monotech Systems,3.9,N/A,N/A,https://www.naukri.com/monotech-systems-overview-4612549?tab=jobs
8642821,Siddh Multispecialty Hospital,N/A,N/A,N/A,https://www.naukri.com/siddh-multispecialty-hospital-overview-8642821?tab=jobs
532864,Login Systems,N/A,N/A,N/A,https://www.naukri.com/login-systems-overview-532864?tab=jobs
246154,Breach Candy Hospital Trust,4.5,N/A,N/A,https://www.naukri.com/breach-candy-hospital-trust-overview-246154?tab=jobs
10985774,Biup Technologies,N/A,N/A,N/A,https://www.naukri.com/biup-technologies-overview-10985774?tab=jobs
8586,Mindfire,4.1,N/A,N/A,https://www.naukri.com/mindfire-overview-8586?tab=jobs
1687956,Apollo HomeCare,3.5,N/A,N/A,https://www.naukri.com/apollo-homecare-overview-1687956?tab=jobs
2015630,Sterling Tools (STL),3.7,N/A,N/A,https://www.naukri.com/sterling-tools-stl-overview-2015630?tab=jobs
532888,Digital Latte,N/A,N/A,N/A,https://www.naukri.com/digital-latte-overview-532888?tab=jobs
4637143,V Soft Consulting,3.4,N/A,N/A,https://www.naukri.com/v-soft-consulting-overview-4637143?tab=jobs
2531764,Careator Technologies,N/A,N/A,N/A,https://www.naukri.com/careator-technologies-overview-2531764?tab=jobs
